run_id,scope_level,agency_name,domain,archetype_primary,nexo_project_count,web_project_count,matched_project_count,coverage_critical_pct,requires_playwright,extraction_cost_level,viability_score,final_decision,included_in_mvp,condition_or_exclusion_reason,next_action
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP automatizable,PROYEC INMOBILIARIA,proyec.com.pe,wordpress_sitemap_rest_html,3,18,1,75,false,low_medium,84,Go,true,"Incluido en MVP automatizable con muestra Fase 5, trazabilidad y score suficientes.",Pasar a Fase 10 y preparar automatizacion MVP.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,PUERTA DE TIERRA,puertadetierra.pe,wordpress_sitemap_rest_html,3,19,0,36,false,low_medium,66,Go condicionado,false,Inclusion condicionada: 9 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,RB GRUPO INMOBILIARIO,rbgrupoinmobiliario.pe,wordpress_sitemap_rest_html,3,11,1,57,false,low_medium,77,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,REDBAY INMOBILIARIA,redbayperu.pe,wordpress_sitemap_rest_html,3,18,0,50,false,low_medium,70,Go condicionado,false,Inclusion condicionada: 7 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,SENDA,senda.pe,wordpress_sitemap_rest_html,3,43,0,43,false,low_medium,70,Go condicionado,false,Inclusion condicionada: 8 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,Tempus Inmobiliaria,tempus.pe,playwright_rendered_html,3,0,0,0,true,high,30,No-go técnico,false,No hay URLs candidatas de proyecto para extraer.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,VIDARQ,performanceperu.pe,wordpress_sitemap_rest_html,3,33,0,43,false,low_medium,70,Go condicionado,false,Inclusion condicionada: 8 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,ANTARES CONTRATISTAS,antares.pe,wordpress_sitemap_rest_html,2,2,0,50,false,low_medium,65,Go condicionado,false,Inclusion condicionada: 7 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,ART INMOBILIARIA,artinmobiliaria.pe,embedded_json_html,2,0,0,0,false,medium,37,No-go técnico,false,No hay URLs candidatas de proyecto para extraer.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,BAUMHAUS,optimainmobiliaria.com,wordpress_sitemap_rest_html,2,56,0,46,false,low_medium,72,Go condicionado,false,Inclusion condicionada: 7 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,Beeyond Grupo Inmobiliario,bhi.pe,wordpress_sitemap_rest_html,2,0,0,0,false,low_medium,40,No-go técnico,false,No hay URLs candidatas de proyecto para extraer.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,BELGICA EDIFICACIONES,belgica.com.pe,wordpress_sitemap_rest_html,2,0,0,0,false,low_medium,40,No-go técnico,false,No hay URLs candidatas de proyecto para extraer.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,BRAZIL GRUPO INMOBILIARIO,brazilgrupoinmobiliario.com,wordpress_sitemap_rest_html,2,20,2,64,false,low_medium,91,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,CALICANTO,grupocalicanto.pe,wordpress_sitemap_rest_html,2,3,1,61,false,low_medium,72,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 3 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,CASAIDEAL INMOBILIARIA,casaideal.com.pe,wordpress_sitemap_rest_html,2,5,1,64,false,low_medium,78,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Backlog posterior,CONCRETA GRUPO INMOBILIARIO,concretaconstruye.com,embedded_json_html,2,1,0,0,false,medium,46,Discovery pendiente,false,Discovery completo pero muestra Fase 5 insuficiente para decidir alcance final.,Ejecutar muestra Fase 5 para esta web antes de decidir MVP.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,CONSTRUCTORA ATLAS,constructoraatlas.com.pe,static_html_sitemap,2,2,0,50,false,low,56,Go condicionado,false,Inclusion condicionada: 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,CONSTRUCTORA MALLORCA,constructoramallorca.com,wordpress_sitemap_rest_html,2,2,0,57,false,low_medium,66,Go condicionado,false,Inclusion condicionada: 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,CP BUILDING,cpbuilding.com.pe,wordpress_sitemap_rest_html,2,4,0,43,false,low_medium,62,Go condicionado,false,Inclusion condicionada: 8 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,DALIA INMOBILIARIA,daliainmobiliaria.com,wordpress_sitemap_rest_html,2,9,0,43,false,low_medium,66,Go condicionado,false,Inclusion condicionada: 7 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,EFRON ARQUITECTOS,efronarq.com,embedded_json_html,2,7,1,57,false,medium,72,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,FAI INMOBILIARIA,flesan.com.pe,wordpress_sitemap_rest_html,2,21,0,43,false,low_medium,71,Go condicionado,false,Inclusion condicionada: 8 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,GALILEA,galilea.com.pe,wordpress_sitemap_rest_html,2,0,0,0,false,low_medium,40,No-go técnico,false,No hay URLs candidatas de proyecto para extraer.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,Gratto Inmobiliaria,grattoinmobiliaria.com,wordpress_sitemap_rest_html,2,21,1,57,false,low_medium,81,Go condicionado,false,Inclusion condicionada: 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,GRUPO BROCKSA,grupobrocksa.com,wordpress_sitemap_rest_html,2,21,0,36,false,low_medium,66,Go condicionado,false,Inclusion condicionada: 18 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,Grupo Magbis,magbisconstrucciones.com,wordpress_sitemap_rest_html,2,35,2,64,false,low_medium,90,Go condicionado,false,Inclusion condicionada: 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,GRUPO TOSCANA,constructoratoscana.com,wordpress_sitemap_rest_html,2,2,0,21,false,low_medium,56,Go condicionado,false,Inclusion condicionada: 11 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,ICASA INMOBILIARIA,icasa.pe,playwright_rendered_html,2,0,0,0,true,high,30,No-go técnico,false,No hay URLs candidatas de proyecto para extraer.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,INITALIA,initalia.pe,embedded_json_html,2,1,0,43,false,medium,59,Go condicionado,false,Inclusion condicionada: 8 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,INMOBILIARIA CESIA,icesia.com,wordpress_sitemap_rest_html,2,9,0,43,false,low_medium,71,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 8 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Backlog posterior,INVERDES,,discovery_pending,2,0,0,0,false,unknown,0,Discovery pendiente,false,Web oficial no confirmada.,Confirmar dominio oficial o mantener fuera del MVP inicial.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,INVERSIONES TIERRA BLANCA,tierrablanca.pe,wordpress_sitemap_rest_html,2,2,0,46,false,low_medium,62,Go condicionado,false,Inclusion condicionada: 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,JOPESA,jopesa.pe,wordpress_sitemap_rest_html,2,2,0,43,false,low_medium,62,Go condicionado,false,Inclusion condicionada: 8 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,MAAS INMOBILIARIA,maas.com.pe,wordpress_sitemap_rest_html,2,30,0,43,false,low_medium,71,Go condicionado,false,Inclusion condicionada: 8 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,MARTE,constructoramartesa.com,wordpress_sitemap_rest_html,2,2,0,50,false,low_medium,68,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,MY HOME,myhomeoi.com,wordpress_sitemap_rest_html,2,11,1,57,false,low_medium,77,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,NEXO INGENIERÍA,nexoingenieria.com,wordpress_sitemap_rest_html,2,28,2,46,false,low_medium,85,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,ODIMA INMOBILIARIA,odima.pe,wordpress_sitemap_rest_html,2,9,2,57,false,low_medium,84,Go condicionado,false,Inclusion condicionada: 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,PADOVA,padovasac.com,static_html_sitemap,2,2,2,64,false,low,79,Go condicionado,false,Inclusion condicionada: 2 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,PALACE,palacepropertiesperu.com,embedded_json_html,2,4,1,50,false,medium,62,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,PIONERO INMOBILIARIA,pionero.pe,wordpress_sitemap_rest_html,2,3,2,57,false,low_medium,73,Go condicionado,false,Inclusion condicionada: 2 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,PISONAY INMOBILIARIA,pisonay.com.pe,embedded_json_html,2,0,0,0,false,medium,32,No-go técnico,false,No hay URLs candidatas de proyecto para extraer.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Backlog posterior,REAL INMOBILIARIA,,discovery_pending,2,0,0,0,false,unknown,0,Discovery pendiente,false,Web oficial no confirmada.,Confirmar dominio oficial o mantener fuera del MVP inicial.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,ROSIAM,rosiam.com,wordpress_sitemap_rest_html,2,7,1,57,false,low_medium,79,Go condicionado,false,Inclusion condicionada: 2 campos requieren revision humana; 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,STELLA INMOBILIARIA,stellainmobiliaria.pe,wordpress_sitemap_rest_html,2,2,0,36,false,low_medium,60,Go condicionado,false,Inclusion condicionada: 9 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,TRIADA,triada.com.pe,embedded_json_html,2,3,0,64,false,medium,60,Go condicionado,false,Inclusion condicionada: 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,Val Grupo Inmobiliario,val.com.pe,embedded_json_html,2,10,0,50,false,medium,68,Go condicionado,false,Inclusion condicionada: 7 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,VALICO,valico.pe,wordpress_sitemap_rest_html,2,0,0,0,false,low_medium,40,No-go técnico,false,No hay URLs candidatas de proyecto para extraer.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP automatizable,VERDANT INMOBILIARIA,verdant.pe,wordpress_sitemap_rest_html,2,6,0,75,false,low_medium,73,Go,true,"Incluido en MVP automatizable con muestra Fase 5, trazabilidad y score suficientes.",Pasar a Fase 10 y preparar automatizacion MVP.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Backlog posterior,VIVANS INMOBILIARIA,,discovery_pending,2,0,0,0,false,unknown,0,Discovery pendiente,false,Web oficial no confirmada.,Confirmar dominio oficial o mantener fuera del MVP inicial.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,Alegra Inmobiliaria,marverde.pe,wordpress_sitemap_rest_html,1,9,0,61,false,low_medium,69,Go condicionado,false,Inclusion condicionada: 4 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Backlog posterior,AMMA INMOBILIARIA,,discovery_pending,1,0,0,0,false,unknown,0,Discovery pendiente,false,Web oficial no confirmada.,Confirmar dominio oficial o mantener fuera del MVP inicial.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP automatizable,ARQUIMIA,arquimia.pe,wordpress_sitemap_rest_html,1,12,1,71,false,low_medium,81,Go,true,"Incluido en MVP automatizable con muestra Fase 5, trazabilidad y score suficientes.",Pasar a Fase 10 y preparar automatizacion MVP.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,Becamm Inversiones SAC,becamm.com,static_html_sitemap,1,4,0,57,false,low,57,Go condicionado,false,Inclusion condicionada: 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Backlog posterior,Cadiz Inmobiliaria,,discovery_pending,1,0,0,0,false,unknown,0,Discovery pendiente,false,Web oficial no confirmada.,Confirmar dominio oficial o mantener fuera del MVP inicial.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,CAMBRILS,mirahome.pe,wordpress_sitemap_rest_html,1,0,0,0,false,low_medium,40,No-go técnico,false,No hay URLs candidatas de proyecto para extraer.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,CASA BONITA,casabonita.com.pe,wordpress_sitemap_rest_html,1,6,0,43,false,low_medium,66,Go condicionado,false,Inclusion condicionada: 8 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,CC17,cc17.pe,embedded_json_html,1,8,0,46,false,medium,64,Go condicionado,false,Inclusion condicionada: 7 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,CONSTRUCTORA FRAMAN,framan.com,playwright_rendered_html,1,0,0,0,true,high,30,No-go técnico,false,No hay URLs candidatas de proyecto para extraer.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,Cresiente,esparq.com,static_html_sitemap,1,6,0,50,false,low,66,Go condicionado,false,Inclusion condicionada: 7 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,EDIFIKARTE,edifikarte.com.pe,playwright_rendered_html,1,0,0,0,true,high,30,No-go técnico,false,No hay URLs candidatas de proyecto para extraer.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,ELSVAN CONSTRUCCIONES INMOBILIARIAS,elsvan.pe,embedded_json_html,1,14,0,43,false,medium,66,Go condicionado,false,Inclusion condicionada: 8 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,EUREKA,inmobiliariaeureka.com,wordpress_sitemap_rest_html,1,7,0,57,false,low_medium,72,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,FRANCO GRUPO INMOBILIARIO,gcfinmobiliaria.com,wordpress_sitemap_rest_html,1,0,0,0,false,low_medium,40,No-go técnico,false,No hay URLs candidatas de proyecto para extraer.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,Galeon Inmobiliaria,galeon.com.pe,wordpress_sitemap_rest_html,1,20,0,57,false,low_medium,73,Go condicionado,false,Inclusion condicionada: 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,GHS CONSTRUCTORA,ghsconstructora.com,wordpress_sitemap_rest_html,1,21,1,54,false,low_medium,82,Go condicionado,false,Inclusion condicionada: 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,GRATIA CONSTRUCTORA,gratia.com.pe,wordpress_sitemap_rest_html,1,4,1,46,false,low_medium,72,Go condicionado,false,Inclusion condicionada: 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,GREAL INVERSIONES,grealinversiones.com,playwright_rendered_html,1,0,0,0,true,high,25,No-go técnico,false,No hay URLs candidatas de proyecto para extraer.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,GRUPO CHACARILLA SUR,grupochacarillasur.com,wordpress_sitemap_rest_html,1,2,0,21,false,low_medium,49,Go condicionado,false,Inclusion condicionada: 11 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,Grupo DEGOL SAC,grupodegol.com,wordpress_sitemap_rest_html,1,0,0,0,false,low_medium,40,No-go técnico,false,No hay URLs candidatas de proyecto para extraer.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,ILUMINA INMOBILIARIA,ilumina.com.pe,wordpress_sitemap_rest_html,1,9,0,21,false,low_medium,52,Go condicionado,false,Inclusion condicionada: 11 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,INMOBILIARIA ARES,inmobiliariaares.pe,wordpress_sitemap_rest_html,1,4,1,64,false,low_medium,80,Go condicionado,false,Inclusion condicionada: 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,INMOBILIARIA DIEGAL,inmobiliariadiegal.com,embedded_json_html,1,0,0,0,false,medium,32,No-go técnico,false,No hay URLs candidatas de proyecto para extraer.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,INMOBILIARIA HUANWIL,alpunto.com.pe,wordpress_sitemap_rest_html,1,1,0,57,false,low_medium,64,Go condicionado,false,Inclusion condicionada: 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Backlog posterior,INMOBILIARIA KLEMENTS,,discovery_pending,1,0,0,0,false,unknown,0,Discovery pendiente,false,Web oficial no confirmada.,Confirmar dominio oficial o mantener fuera del MVP inicial.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Backlog posterior,Inmobiliaria Las Leyendas,,discovery_pending,1,0,0,0,false,unknown,0,Discovery pendiente,false,Web oficial no confirmada.,Confirmar dominio oficial o mantener fuera del MVP inicial.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,INMOVISION,inmovision.pe,wordpress_sitemap_rest_html,1,12,0,43,false,low_medium,74,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 8 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,INVERPLUS,inverplus.pe,embedded_json_html,1,0,0,0,false,medium,37,No-go técnico,false,No hay URLs candidatas de proyecto para extraer.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,JK INVERSIONES INMOBILIARIAS,jkinversiones.com,playwright_rendered_html,1,0,0,0,true,high,25,No-go técnico,false,No hay URLs candidatas de proyecto para extraer.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,KALLPA,constructorakallpa.pe,wordpress_sitemap_rest_html,1,4,0,64,false,low_medium,66,Go condicionado,false,Inclusion condicionada: 4 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,LIMA METRO CUADRADO,limametrocuadrado.pe,embedded_json_html,1,2,0,21,false,medium,43,No-go técnico,false,Baja cobertura/matching insuficiente en muestra trazable.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,LOS PORTALES,losportales.com.pe,wordpress_sitemap_rest_html,1,2,0,54,false,low_medium,66,Go condicionado,false,Inclusion condicionada: 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,MAHPSA  CORPORACION INMOBILIARIA,mahpsa.com.pe,embedded_json_html,1,2,0,71,false,medium,61,Go condicionado,false,Inclusion condicionada: 3 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,MC INVERSIONES INMOBILIARIAS,mcinversionesinmobiliarias.pe,wordpress_sitemap_rest_html,1,12,0,64,false,low_medium,73,Go condicionado,false,Inclusion condicionada: 4 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,MIRANO,mirano.pe,embedded_json_html,1,0,0,0,false,medium,37,No-go técnico,false,No hay URLs candidatas de proyecto para extraer.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,MUNDO VERDE,inmobiliariamundoverde.com,wordpress_sitemap_rest_html,1,12,0,39,false,low_medium,63,Go condicionado,false,Inclusion condicionada: 17 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,MYE GRUPO INMOBILIARIO,myegrupoinmobiliario.com,wordpress_sitemap_rest_html,1,6,1,57,false,low_medium,80,Go condicionado,false,Inclusion condicionada: 2 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,NADLAN,nadlan.com.pe,wordpress_sitemap_rest_html,1,5,0,57,false,low_medium,69,Go condicionado,false,Inclusion condicionada: 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,NOI INMOBILIARIA,noi.pe,wordpress_sitemap_rest_html,1,34,0,57,false,low_medium,74,Go condicionado,false,Inclusion condicionada: 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,OLED INMOBILIARIA,oledinmobiliaria.com,wordpress_sitemap_rest_html,1,15,1,50,false,low_medium,79,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,ORIZZONTE GRUPO INMOBILIARIO,orizzonte.pe,static_html_sitemap,1,8,0,57,false,low,67,Go condicionado,false,Inclusion condicionada: 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
